x,y
-61,-159
-63,-161
-60,-162
-59,-159
-58,-162
-56,-162
-55,-159
-58,-159
-56,-157
-54,-154
-54,-153
-53,-155
-50,-154
-48,-157
-45,-157
-48,-154
-48,-157
-50,-160
-47,-162
-45,-165
-48,-162
-49,-159
-52,-159
-55,-156
-55,-155
-57,-155
-58,-157
-57,-157
-56,-158
-53,-157
-56,-158
-56,-159
-56,-157
-55,-154
-52,-156
-49,-159
-46,-160
-47,-160
-49,-163
-50,-163
-48,-163
-46,-166
-48,-169
-47,-166
-49,-166
-49,-168
-47,-165
-50,-164
-53,-162
-52,-161
-52,-163
-53,-160
-53,-158
-56,-155
-59,-158
-57,-156
-57,-156
-57,-155
-60,-153
-61,-153
-60,-150
-57,-152
-56,-150
-56,-150
-55,-147
-58,-144
-61,-141
-61,-143
-61,-146
-58,-148
-55,-150
-53,-149
-53,-146
-54,-146
-53,-144
-53,-143
-55,-140
-53,-141
-55,-143
-58,-144
-55,-141
-54,-140
-54,-140
-56,-139
-55,-139
-58,-139
-55,-136
-56,-139
-54,-136
-53,-138
-52,-137
-53,-137
-52,-134
-55,-131
-58,-130
-59,-129
-57,-129
-57,-127
-59,-128
-59,-130
-58,-132
-60,-130
-61,-133
-62,-131
-60,-134
-62,-137
-65,-135
-67,-137
-66,-138
-69,-140
-66,-137
-63,-139
-60,-141
-61,-139
-63,-137
-60,-134
-60,-131
-58,-129
-58,-131
-55,-132
-53,-135
-52,-134
-52,-137
-54,-134
-56,-131
-56,-134
-53,-133
-55,-135
-54,-136
-57,-137
-54,-140
-53,-139
-51,-136
-50,-136
-47,-138
-45,-141
-42,-142
-44,-139
-47,-137
-44,-135
-41,-134
-43,-133
-44,-136
-46,-136
-44,-137
-46,-140
-48,-140
-51,-137
-53,-136
-50,-134
-53,-136
-53,-133
-54,-131
-57,-132
-55,-133
-55,-131
-58,-128
-61,-126
-62,-126
-59,-129
-57,-128
-56,-128
-55,-130
-58,-128
-60,-130
-58,-132
-58,-132
-60,-131
-62,-128
-60,-129
-57,-132
-60,-133
-63,-132
-66,-133
-69,-131
-68,-129
-71,-129
-70,-131
-69,-130
-66,-129
-69,-130
-70,-130
-70,-131
-72,-132
-71,-131
-69,-132
-67,-134
-67,-135
-65,-137
-66,-136
-64,-136
-66,-134
-68,-136
-67,-136
-70,-136
-67,-138
-68,-137
-67,-140
-68,-140
-71,-140
-69,-139
-67,-138
-64,-139
-67,-138
-66,-138
-63,-140
-66,-143
-66,-140
-68,-141
-65,-138
-62,-140
-61,-143
-62,-146
-62,-149
-61,-147
-64,-149
-67,-150
-70,-151
-73,-154
-74,-156
-74,-154
-72,-157
-74,-156
-75,-153
-76,-154
-74,-151
-72,-151
-74,-154
-76,-153
-74,-154
-77,-151
-78,-149
-77,-151
-79,-152
-81,-149
-79,-151
-79,-148
-78,-150
-77,-148
-79,-146
-82,-149
-82,-152
-81,-153
-83,-151
-82,-150
-79,-147
-79,-144
-79,-141
-76,-142
-77,-139
-74,-139
-72,-141
-70,-138
-72,-140
-72,-143
-73,-140
-74,-139
-73,-137
-72,-135
-69,-138
-70,-138
-67,-139
-64,-140
-63,-139
-63,-142
-60,-145
-63,-145
-63,-142
-64,-143
-65,-140
-62,-143
-62,-140
-61,-138
-60,-137
-58,-138
-59,-138
-61,-137
-59,-139
-58,-137
-58,-137
-57,-136
-57,-139
-55,-141
-56,-141
-55,-144
-52,-142
-52,-144
-53,-145
-55,-148
-55,-147
-53,-144
-55,-144
-57,-146
-60,-149
-59,-150
-59,-147
-61,-147
-64,-147
-62,-150
-63,-151
-60,-149
-57,-146
-57,-144
-59,-146
-56,-149
-55,-146
-52,-148
-49,-146
-46,-143
-49,-143
-51,-145
-50,-146
-52,-145
-52,-143
-52,-141
-52,-142
-50,-139
-47,-136
-45,-133
-48,-135
-48,-138
-47,-138
-49,-137
-46,-140
-47,-143
-46,-144
-43,-146
-41,-144
-39,-142
-38,-143
-36,-145
-36,-146
-39,-144
-41,-147
-44,-147
-41,-144
-43,-146
-45,-145
-48,-144
-47,-147
-49,-148
-52,-149
-54,-147
-55,-150
-54,-148
-54,-146
-56,-145
-57,-143
-57,-140
-57,-138
-54,-137
-56,-134
-59,-135
-61,-137
-62,-137
-62,-135
-64,-132
-67,-134
-64,-133
-66,-135
-65,-135
-62,-137
-65,-134
-66,-136
-66,-138
-68,-140
-71,-143
-68,-141
-67,-140
-70,-140
-68,-139
-67,-142
-64,-145
-65,-142
-65,-145
-62,-143
-63,-146
-65,-148
-68,-147
-66,-148
-65,-148
-64,-151
-67,-150
-65,-147
-68,-150
-70,-148
-71,-151
-68,-154
-67,-157
-69,-154
-70,-157
-72,-157
-70,-156
-69,-154
-66,-157
-69,-160
-72,-163
-73,-166
-70,-168
-70,-170
-68,-171
-69,-174
-69,-175
-71,-175
-69,-176
-71,-175
-68,-177
-67,-179
-65,-182
-65,-185
-64,-185
-67,-183
-67,-183
-68,-182
-71,-185
-74,-188
-75,-188
-73,-188
-76,-188
-73,-190
-73,-191
-72,-192
-75,-195
-75,-197
-77,-197
-77,-200
-76,-202
-76,-201
-77,-199
-76,-201
-74,-198
-76,-201
-77,-202
-75,-199
-75,-199
-74,-197
-76,-196
-77,-194
-75,-192
-73,-194
-75,-197
-72,-200
-72,-198
-74,-198
-72,-201
-75,-199
-76,-202
-78,-202
-75,-201
-73,-198
-73,-196
-71,-197
-71,-198
-73,-196
-73,-198
-72,-197
-71,-199
-70,-196
-67,-197
-64,-197
-67,-195
-64,-192
-66,-195
-64,-196
-62,-195
-65,-196
-62,-195
-62,-194
-65,-192
-65,-191
-65,-193
-66,-190
-64,-190
-63,-191
-60,-191
-60,-188
-61,-191
-59,-188
-58,-189
-58,-189
-58,-189
-61,-187
-64,-185
-62,-182
-61,-179
-61,-182
-59,-181
-57,-182
-59,-180
-56,-181
-59,-184
-58,-182
-58,-180
-56,-179
-56,-180
-58,-181
-57,-182
-55,-181
-55,-179
-58,-182
-55,-183
-57,-183
-56,-182
-58,-184
-61,-187
-60,-187
-62,-188
-63,-190
-66,-193
-69,-192
-72,-194
-73,-192
-74,-189
-74,-191
-72,-188
-69,-188
-71,-191
-71,-191
-73,-191
-70,-192
-68,-191
-69,-193
-67,-196
-68,-194
-65,-193
-63,-192
-63,-195
-62,-194
-62,-195
-64,-194
-64,-195
-61,-197
-64,-199
-66,-199
-64,-200
-66,-198
-65,-200
-66,-199
-64,-202
-66,-205
-64,-202
-62,-203
-60,-201
-61,-201
-58,-200
-58,-201
-56,-198
-59,-201
-56,-202
-55,-201
-56,-199
-58,-197
-59,-199
-61,-198
-62,-195
-64,-197
-62,-199
-62,-201
-64,-202
-66,-199
-69,-202
-71,-200
-74,-201
-73,-204
-71,-202
-74,-199
-74,-196
-71,-195
-69,-193
-72,-191
-70,-188
-68,-186
-66,-186
-65,-185
-65,-186
-66,-187
-67,-190
-70,-191
-68,-193
-71,-191
-70,-192
-69,-195
-71,-198
-70,-200
-72,-203
-72,-200
-75,-200
-72,-197
-72,-195
-71,-193
-71,-191
-71,-190
-71,-191
-70,-191
-67,-192
-65,-192
-65,-193
-67,-195
-66,-192
-66,-195
-63,-198
-61,-195
-60,-197
-61,-197
-59,-194
-61,-193
-61,-193
-58,-196
-59,-195
-56,-196
-57,-195
-56,-195
-57,-197
-59,-198
-61,-198
-64,-199
-66,-198
-64,-201
-65,-201
-67,-203
-66,-200
-63,-199
-60,-199
-63,-201
-60,-201
-61,-200
-64,-200
-65,-201
-64,-200
-67,-200
-67,-197
-65,-200
-63,-200
-64,-201
-61,-203
-61,-200
-64,-202
-64,-199
-64,-201
-61,-204
-64,-205
-63,-204
-60,-206
-60,-203
-60,-204
-59,-204
-59,-207
-59,-208
-59,-209
-57,-208
-54,-209
-56,-208
-53,-211
-52,-214
-52,-214
-49,-213
-47,-212
-46,-214
-47,-216
-44,-216
-45,-219
-45,-217
-43,-219
-41,-220
-38,-223
-37,-221
-36,-222
-34,-219
-33,-218
-31,-221
-28,-218
-30,-218
-28,-217
-29,-216
-28,-217
-26,-214
-24,-213
-21,-215
-20,-218
-22,-220
-19,-221
-21,-219
-18,-220
-17,-223
-20,-222
-19,-219
-18,-216
-20,-216
-22,-217
-21,-220
-20,-220
-19,-219
-21,-217
-20,-218
-19,-216
-19,-219
-22,-217
-23,-215
-26,-218
-26,-221
-27,-222
-24,-220
-23,-220
-23,-223
-20,-222
-19,-220
-21,-223
-19,-223
-19,-220
-21,-221
-21,-219
-21,-216
-23,-219
-24,-222
-27,-221
-26,-220
-26,-218
-25,-215
-23,-212
-25,-215
-24,-213
-26,-216
-25,-215
-28,-215
-31,-217
-34,-219
-37,-222
-40,-219
-43,-218
-45,-219
-45,-220
-44,-222
-47,-222
-49,-224
-51,-227
-53,-227
-53,-228
-52,-225
-52,-224
-53,-223
-50,-226
-52,-228
-53,-231
-51,-230
-54,-231
-51,-230
-54,-230
-54,-227
-51,-224
-50,-222
-51,-221
-50,-220
-50,-217
-53,-215
-50,-215
-49,-217
-48,-216
-51,-213
-48,-216
-49,-215
-52,-218
-51,-218
-52,-217
-53,-214
-56,-214
-55,-214
-55,-216
-54,-215
-56,-218
-53,-221
-51,-220
-51,-218
-52,-220
-52,-222
-49,-224
-50,-227
-47,-227
-48,-224
-48,-222
-49,-224
-50,-227
-52,-230
-51,-230
-50,-229
-48,-228
-46,-225
-48,-222
-46,-224
-43,-221
-43,-223
-46,-221
-43,-218
-46,-218
-49,-220
-51,-220
-48,-223
-50,-225
-51,-228
-54,-229
-54,-229
-52,-230
-52,-232
-50,-235
-53,-237
-56,-238
-59,-240
-61,-238
-58,-237
-56,-238
-53,-240
-55,-243
-57,-245
-56,-248
-56,-247
-56,-249
-57,-246
-59,-243
-57,-242
-56,-243
-55,-246
-52,-243
-52,-241
-54,-242
-55,-245
-57,-244
-54,-241
-57,-241
-59,-243
-56,-242
-59,-245
-62,-248
-63,-251
-61,-254
-61,-256
-63,-257
-66,-255
-68,-255
-66,-257
-66,-260
-64,-262
-64,-261
-63,-259
-63,-262
-64,-262
-62,-265
-65,-263
-64,-263
-65,-261
-67,-261
-65,-262
-62,-259
-59,-260
-62,-262
-62,-264
-65,-264
-62,-267
-64,-264
-63,-263
-62,-262
-60,-265
-59,-268
-57,-269
-55,-268
-53,-268
-50,-266
-47,-268
-47,-266
-48,-267
-46,-266
-44,-263
-45,-266
-48,-263
-46,-260
-46,-259
-45,-259
-44,-260
-46,-263
-48,-261
-47,-261
-46,-259
-43,-261
-43,-262
-44,-262
-46,-262
-43,-260
-40,-263
-41,-265
-38,-263
-38,-263
-37,-264
-35,-264
-36,-263
-35,-264
-34,-265
-37,-265
-38,-268
-35,-269
-33,-268
-34,-266
-31,-269
-30,-272
-28,-275
-25,-276
-25,-279
-22,-279
-25,-282
-24,-281
-21,-283
-23,-282
-25,-283
-28,-286
-28,-289
-27,-289
-28,-287
-31,-290
-31,-287
-32,-286
-34,-287
-36,-289
-37,-292
-40,-294
-42,-297
-41,-298
-39,-296
-36,-295
-37,-296
-38,-298
-40,-301
-43,-303
-42,-302
-45,-299
-45,-300
-45,-302
-43,-304
-45,-303
-47,-300
-49,-303
-47,-300
-47,-302
-50,-301
-48,-304
-46,-301
-49,-298
-51,-295
-50,-293
-53,-296
-53,-293
-54,-291
-55,-292
-52,-291
-49,-288
-47,-291
-48,-289
-47,-287
-49,-288
-49,-288
-46,-287
-45,-287
-45,-290
-45,-289
-47,-290
-45,-293
-46,-292
-48,-291
-47,-291
-45,-294
-44,-295
-42,-296
-39,-299
-38,-302
-40,-300
-38,-302
-36,-302
-36,-305
-36,-308
-39,-310
-38,-312
-38,-311
-41,-308
-38,-309
-35,-309
-35,-308
-34,-311
-32,-313
-33,-311
-32,-312
-34,-311
-31,-309
-31,-310
-31,-307
-29,-304
-31,-302
-29,-304
-31,-303
-32,-302
-29,-299
-29,-300
-29,-298
-30,-300
-33,-303
-30,-302
-28,-305
-29,-307
-27,-304
-26,-303
-26,-302
-24,-300
-26,-303
-24,-300
-23,-298
-20,-298
-20,-301
-21,-304
-20,-304
-20,-306
-18,-308
-15,-307
-18,-308
-15,-306
-18,-307
-20,-306
-17,-307
-17,-310
-20,-313
-21,-313
-21,-313
-22,-312
-19,-311
-20,-308
-23,-307
-23,-310
-21,-311
-20,-309
-23,-306
-26,-303
-24,-300
-24,-299
-24,-298
-21,-301
-22,-299
-19,-302
-17,-300
-14,-303
-12,-304
-12,-303
-13,-305
-10,-307
-13,-306
-15,-303
-14,-302
-17,-301
-17,-300
-16,-297
-18,-295
-20,-296
-21,-298
-20,-298
-21,-300
-24,-302
-22,-299
-20,-302
-18,-301
-17,-300
-15,-299
-18,-302
-19,-299
-18,-300
-19,-301
-18,-298
-19,-298
-21,-299
-22,-296
-20,-297
-22,-296
-23,-294
-22,-291
-21,-293
-20,-294
-20,-295
-23,-298
-22,-298
-24,-296
-23,-299
-23,-298
-21,-300
-23,-300
-23,-303
-21,-300
-18,-301
-15,-302
-17,-302
-18,-303
-21,-300
-24,-303
-24,-306
-22,-307
-25,-308
-23,-307
-21,-309
-21,-309
-21,-312
-21,-312
-24,-311
-21,-314
-21,-313
-24,-312
-24,-310
-23,-311
-21,-308
-21,-306
-23,-306
-21,-303
-19,-303
-19,-304
-16,-301
-17,-299
-14,-299
-14,-297
-12,-298
-14,-295
-12,-292
-9,-295
-11,-294
-14,-293
-13,-291
-11,-288
-11,-288
-14,-286
-13,-284
-13,-286
-14,-283
-14,-282
-16,-279
-18,-280
-19,-278
-22,-280
-21,-282
-21,-281
-23,-280
-26,-279
-27,-280
-24,-282
-22,-282
-19,-283
-16,-286
-18,-284
-19,-283
-19,-285
-16,-283
-13,-280
-12,-281
-14,-284
-16,-281
-16,-282
-14,-283
-17,-283
-16,-281
-18,-281
-17,-282
-19,-285
-18,-287
-19,-289
-16,-286
-18,-284
-17,-283
-20,-282
-21,-284
-22,-285
-25,-286
-24,-286
-24,-284
-27,-284
-26,-283
-29,-285
-32,-282
-34,-283
-33,-285
-33,-288
-30,-290
-32,-293
-35,-293
-32,-293
-30,-292
-27,-294
-30,-296
-33,-299
-32,-299
-31,-302
-33,-302
-33,-305
-35,-305
-36,-308
-39,-305
-36,-305
-34,-303
-37,-306
-40,-308
-42,-307
-40,-305
-38,-303
-36,-306
-38,-305
-41,-307
-43,-305
-42,-307
-41,-307
-43,-304
-41,-303
-44,-300
-46,-301
-48,-301
-50,-300
-51,-303
-50,-300
-47,-303
-45,-305
-45,-303
-42,-300
-40,-301
-40,-304
-41,-303
-43,-300
-44,-297
-45,-295
-42,-293
-45,-292
-42,-290
-41,-293
-41,-292
-43,-291
-40,-293
-40,-294
-38,-291
-38,-293
-36,-294
-33,-293
-32,-290
-29,-288
-27,-289
-27,-288
-27,-287
-25,-289
-26,-291
-25,-289
-28,-289
-30,-292
-30,-292
-32,-292
-35,-289
-32,-286
-34,-284
-37,-281
-35,-282
-36,-280
-36,-278
-39,-277
-41,-276
-41,-275
-42,-278
-40,-279
-37,-280
-37,-279
-34,-279
-37,-282
-38,-282
-40,-284
-41,-285
-42,-286
-41,-286
-42,-289
-43,-290
-43,-290
-45,-288
-45,-286
-45,-283
-48,-286
-48,-286
-47,-283
-46,-281
-43,-284
-46,-281
-43,-280
-40,-283
-38,-285
-40,-284
-42,-281
-42,-281
-42,-280
-40,-279
-40,-276
-42,-276
-39,-276
-40,-274
-39,-276
-40,-276
-41,-277
-43,-278
-44,-280
-42,-283
-45,-280
-45,-283
-48,-284
-45,-284
-44,-286
-44,-289
-45,-292
-44,-289
-44,-288
-42,-289
-40,-289
-38,-291
-36,-294
-37,-291
-40,-290
-40,-291
-41,-292
-39,-289
-36,-291
-39,-294
-36,-296
-35,-293
-32,-290
-31,-292
-30,-290
-28,-289
-27,-290
-29,-288
-29,-288
-29,-289
-27,-290
-29,-289
-26,-289
-27,-292
-24,-292
-25,-295
-24,-295
-27,-297
-28,-294
-31,-294
-31,-292
-34,-290
-34,-289
-36,-286
-38,-283
-36,-286
-34,-287
-33,-286
-34,-284
-33,-282
-33,-285
-32,-283
-35,-281
-35,-284
-33,-282
-35,-283
-33,-285
-34,-284
-34,-285
-34,-286
-37,-288
-38,-285
-40,-284
-37,-285
-37,-283
-37,-285
-40,-282
-39,-281
-41,-281
-39,-284
-40,-282
-40,-284
-40,-287
-38,-284
-40,-281
-39,-281
-39,-282
-41,-283
-39,-282
-42,-284
-41,-286
-42,-283
-42,-282
-44,-285
-47,-286
-48,-287
-45,-284
-47,-286
-49,-283
-50,-285
-53,-284
-50,-284
-48,-287
-51,-285
-50,-285
-50,-285
-51,-287
-49,-289
-46,-291
-47,-291
-48,-288
-51,-291
-51,-288
-50,-290
-52,-291
-54,-288
-55,-291
-55,-292
-52,-295
-49,-297
-47,-294
-50,-292
-50,-291
-50,-293
-53,-293
-50,-291
-47,-291
-44,-294
-45,-294
-45,-292
-47,-290
-50,-292
-47,-293
-45,-295
-42,-298
-39,-298
-38,-299
-39,-296
-42,-295
-41,-293
-40,-294
-38,-291
-38,-292
-36,-294
-36,-291
-36,-290
-39,-288
-36,-291
-39,-294
-40,-295
-40,-292
-39,-293
-36,-293
-38,-292
-39,-290
-42,-291
-40,-291
-41,-288
-42,-287
-39,-285
-40,-288
-41,-288
-43,-285
-41,-284
-39,-284
-37,-285
-37,-287
-36,-290
-34,-291
-35,-292
-36,-289
-34,-286
-31,-285
-29,-282
-30,-282
-30,-285
-33,-286
-36,-285
-34,-288
-36,-285
-34,-282
-31,-282
-29,-279
-32,-280
-33,-278
-31,-279
-32,-280
-33,-277
-35,-280
-36,-277
-39,-280
-39,-283
-39,-286
-38,-285
-35,-287
-33,-284
-30,-283
-33,-284
-34,-283
-34,-283
-31,-281
-34,-284
-34,-281
-35,-281
-32,-278
-32,-276
-30,-276
-28,-273
-27,-274
-26,-277
-26,-277
-29,-278
-27,-281
-30,-283
-33,-284
-33,-283
-36,-280
-34,-283
-35,-283
-34,-281
-35,-281
-38,-280
-39,-277
-37,-276
-35,-276
-38,-273
-38,-271
-39,-274
-39,-271
-39,-272
-41,-269
-44,-268
-43,-267
-41,-266
-39,-264
-42,-261
-39,-258
-36,-260
-33,-258
-32,-261
-30,-264
-33,-267
-31,-270
-31,-273
-32,-273
-33,-272
-31,-270
-33,-270
-32,-268
-29,-270
-28,-267
-27,-268
-27,-267
-26,-269
-27,-269
-27,-270
-30,-267
-29,-269
-28,-266
-31,-263
-30,-261
-33,-262
-33,-260
-34,-257
-37,-259
-39,-256
-42,-256
-41,-253
-38,-251
-35,-252
-35,-254
-33,-252
-33,-249
-31,-249
-28,-248
-25,-248
-28,-245
-29,-245
-31,-244
-31,-244
-30,-243
-28,-240
-27,-239
-28,-237
-26,-235
-26,-234
-29,-236
-28,-237
-29,-239
-29,-238
-26,-239
-23,-237
-23,-238
-23,-237
-23,-235
-21,-236
-21,-237
-20,-239
-21,-240
-19,-237
-19,-236
-21,-239
-23,-242
-24,-245
-21,-244
-24,-247
-27,-249
-24,-248
-22,-245
-20,-243
-18,-240
-21,-239
-23,-238
-26,-239
-25,-240
-25,-241
-23,-241
-25,-243
-26,-242
-27,-239
-27,-238
-29,-239
-32,-238
-35,-236
-34,-235
-33,-232
-36,-235
-37,-233
-35,-231
-36,-230
-35,-230
-35,-231
-38,-233
-37,-235
-36,-238
-34,-240
-37,-242
-35,-243
-38,-244
-36,-244
-37,-241
-37,-244
-37,-246
-40,-246
-42,-249
-39,-247
-38,-249
-37,-251
-40,-252
-38,-251
-40,-254
-41,-256
-39,-259
-37,-256
-40,-256
-43,-256
-42,-255
-45,-257
-48,-254
-51,-255
-50,-257
-51,-260
-52,-258
-49,-258
-46,-261
-49,-260
-46,-260
-45,-261
-46,-261
-44,-259
-45,-256
-46,-258
-45,-256
-42,-253
-40,-251
-39,-253
-42,-253
-42,-252
-43,-254
-43,-256
-42,-253
-41,-254
-40,-254
-40,-256
-39,-255
-42,-258
-41,-258
-43,-259
-40,-257
-40,-259
-42,-258
-41,-258
-44,-257
-45,-256
-43,-253
-40,-251
-38,-252
-37,-252
-34,-254
-31,-255
-34,-257
-31,-260
-31,-259
-33,-262
-35,-259
-37,-258
-37,-256
-35,-257
-38,-259
-35,-256
-35,-254
-37,-256
-36,-257
-37,-257
-34,-254
-34,-257
-34,-260
-37,-262
-40,-264
-40,-266
-42,-263
-43,-264
-40,-264
-43,-267
-40,-265
-42,-264
-39,-261
-38,-258
-41,-259
-43,-262
-45,-262
-46,-263
-47,-261
-46,-264
-48,-265
-46,-268
-48,-271
-49,-268
-47,-268
-50,-265
-53,-264
-50,-264
-50,-267
-51,-268
-51,-266
-49,-266
-50,-265
-49,-268
-51,-266
-50,-266
-48,-263
-49,-260
-47,-260
-49,-260
-52,-260
-55,-258
-53,-255
-53,-256
-54,-255
-55,-254
-58,-257
-55,-259
-54,-260
-51,-257
-53,-260
-52,-263
-51,-263
-49,-265
-52,-262
-49,-264
-46,-265
-49,-267
-46,-270
-49,-272
-47,-274
-47,-273
-46,-270
-44,-267
-45,-270
-47,-268
-47,-270
-48,-272
-47,-272
-44,-269
-47,-271
-46,-268
-44,-270
-46,-269
-44,-272
-44,-269
-44,-270
-46,-273
-47,-273
-48,-276
-48,-278
-48,-278
-45,-281
-48,-281
-45,-282
-42,-285
-43,-282
-45,-279
-46,-277
-49,-279
-47,-279
-47,-277
-47,-275
-50,-274
-47,-274
-49,-272
-49,-271
-48,-269
-45,-271
-45,-272
-44,-271
-47,-272
-50,-272
-47,-274
-47,-273
-48,-273
-47,-271
-49,-268
-49,-271
-51,-271
-51,-272
-52,-274
-53,-276
-50,-276
-47,-274
-48,-277
-46,-278
-47,-278
-50,-278
-53,-275
-51,-277
-50,-278
-52,-281
-52,-283
-52,-283
-50,-285
-53,-287
-50,-286
-50,-288
-53,-286
-52,-288
-54,-286
-53,-287
-51,-289
-52,-292
-53,-290
-54,-288
-53,-288
-53,-289
-55,-291
-56,-288
-54,-291
-52,-291
-53,-292
-54,-290
-56,-293
-57,-295
-59,-292
-57,-291
-58,-290
-57,-291
-54,-288
-53,-291
-51,-291
-53,-294
-52,-291
-54,-289
-53,-288
-52,-289
-54,-291
-54,-294
-53,-293
-54,-293
-51,-294
-49,-296
-49,-299
-51,-299
-51,-301
-54,-299
-57,-298
-56,-296
-55,-295
-56,-295
-53,-293
-51,-292
-51,-293
-54,-293
-53,-292
-51,-295
-51,-294
-50,-292
-49,-293
-52,-295
-55,-297
-54,-296
-56,-298
-55,-297
-53,-298
-52,-300
-53,-298
-50,-296
-51,-299
-52,-298
-54,-300
-56,-298
-55,-295
-56,-296
-58,-297
-61,-294
-60,-291
-58,-294
-55,-295
-55,-296
-54,-298
-54,-297
-55,-297
-52,-298
-52,-299
-53,-299
-56,-300
-56,-302
-53,-304
-52,-304
-53,-302
-52,-303
-49,-301
-51,-302
-52,-301
-52,-302
-53,-304
-52,-307
-55,-304
-56,-307
-56,-310
-58,-313
-56,-310
-59,-308
-61,-305
-62,-303
-61,-300
-58,-297
-57,-298
-57,-296
-56,-297
-59,-296
-58,-297
-58,-300
-56,-300
-57,-300
-54,-302
-55,-304
-54,-305
-56,-302
-57,-299
-55,-299
-54,-302
-51,-300
-51,-303
-49,-306
-48,-307
-46,-308
-47,-307
-44,-310
-44,-307
-43,-304
-46,-307
-46,-308
-49,-309
-47,-308
-49,-307
-49,-309
-47,-309
-50,-312
-51,-309
-52,-312
-54,-311
-54,-310
-54,-312
-54,-312
-52,-314
-49,-311
-46,-311
-48,-309
-48,-312
-46,-314
-47,-313
-50,-315
-48,-313
-45,-315
-42,-318
-43,-316
-44,-315
-47,-314
-48,-315
-50,-313
-53,-314
-54,-315
-53,-318
-51,-320
-52,-319
-54,-318
-54,-320
-55,-319
-52,-321
-49,-319
-46,-322
-46,-325
-43,-322
-42,-325
-43,-327
-40,-324
-43,-326
-43,-326
-42,-323
-45,-322
-48,-321
-51,-321
-54,-321
-55,-324
-52,-324
-50,-326
-51,-327
-52,-329
-51,-326
-50,-326
-47,-325
-45,-327
-44,-326
-41,-328
-38,-327
-40,-325
-38,-327
-37,-324
-35,-323
-36,-324
-37,-321
-35,-324
-37,-326
-39,-327
-37,-330
-36,-332
-36,-333
-38,-334
-41,-331
-42,-329
-40,-330
-43,-328
-41,-328
-38,-325
-39,-324
-40,-321
-42,-324
-44,-323
-47,-322
-44,-320
-42,-319
-39,-320
-40,-318
-43,-317
-43,-315
-46,-315
-45,-313
-48,-315
-45,-316
-44,-319
-43,-321
-42,-323
-42,-325
-45,-324
-42,-322
-45,-320
-45,-317
-46,-316
-48,-317
-45,-316
-42,-315
-45,-314
-47,-315
-45,-312
-43,-313
-43,-313
-41,-310
-38,-310
-36,-310
-37,-310
-38,-308
-39,-310
-37,-312
-37,-312
-36,-312
-35,-315
-37,-317
-36,-320
-35,-317
-36,-320
-37,-319
-35,-317
-37,-314
-40,-315
-37,-317
-39,-317
-41,-314
-41,-314
-39,-315
-39,-312
-41,-314
-43,-311
-45,-311
-44,-311
-41,-310
-38,-313
-38,-310
-40,-310
-37,-308
-38,-310
-35,-308
-33,-309
-31,-306
-28,-305
-29,-307
-27,-306
-26,-309
-23,-309
-22,-311
-19,-312
-22,-309
-25,-312
-28,-315
-26,-314
-25,-317
-24,-319
-23,-318
-24,-321
-23,-318
-24,-319
-27,-316
-30,-314
-28,-316
-25,-317
-28,-318
-25,-317
-22,-317
-20,-316
-22,-318
-24,-320
-24,-319
-22,-319
-22,-316
-22,-315
-24,-317
-22,-317
-24,-319
-24,-319
-22,-319
-22,-318
-21,-317
-18,-316
-16,-316
-14,-316
-11,-318
-11,-319
-10,-318
-11,-316
-8,-318
-10,-320
-10,-323
-7,-322
-4,-319
-2,-321
-4,-324
-6,-322
-8,-320
-5,-317
-6,-316
-9,-316
-9,-319
-12,-319
-9,-317
-12,-315
-9,-316
-12,-317
-14,-314
-13,-315
-15,-316
-17,-313
-15,-315
-13,-316
-16,-318
-13,-320
-15,-319
-18,-321
-16,-323
-15,-324
-15,-326
-18,-326
-17,-323
-17,-324
-18,-321
-21,-324
-24,-325
-25,-327
-26,-327
-29,-324
-30,-325
-32,-325
-32,-322
-32,-325
-32,-323
-34,-326
-31,-324
-32,-323
-31,-321
-32,-320
-35,-321
-33,-320
-33,-320
-34,-319
-33,-319
-36,-316
-38,-313
-35,-311
-37,-309
-36,-307
-39,-306
-39,-304
-40,-303
-43,-302
-40,-304
-42,-306
-39,-305
-36,-302
-35,-302
-34,-303
-35,-306
-34,-308
-33,-307
-36,-310
-36,-312
-37,-313
-40,-313
-40,-312
-37,-313
-40,-310
-38,-312
-41,-311
-40,-314
-40,-311
-41,-308
-42,-306
-42,-306
-41,-303
-43,-305
-46,-305
-45,-304
-43,-302
-40,-303
-40,-303
-43,-306
-44,-308
-41,-311
-43,-311
-41,-309
-42,-310
-42,-311
-45,-314
-45,-313
-42,-312
-45,-310
-44,-311
-46,-314
-45,-317
-44,-320
-44,-320
-41,-318
-43,-317
-46,-316
-49,-316
-47,-318
-48,-318
-46,-316
-44,-319
-47,-319
-47,-322
-46,-320
-43,-317
-42,-315
-41,-316
-43,-319
-46,-318
-43,-318
-43,-315
-45,-313
-46,-316
-46,-313
-44,-315
-44,-316
-44,-318
-43,-316
-43,-318
-41,-320
-39,-321
-42,-322
-42,-323
-41,-320
-41,-321
-42,-323
-43,-322
-42,-321
-45,-322
-48,-319
-46,-319
-44,-322
-46,-320
-45,-317
-45,-317
-42,-315
-41,-315
-43,-315
-41,-314
-40,-317
-39,-317
-37,-318
-39,-316
-37,-313
-40,-312
-40,-310
-38,-311
-40,-312
-41,-312
-44,-313
-45,-316
-42,-317
-40,-317
-43,-315
-43,-316
-41,-315
-41,-312
-40,-311
-41,-310
